uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
PI,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,1
PI,PNEUMONIA,DOMICILIO,"80 - 89",F,47
PI,PNEUMONIA,DOMICILIO,"80 - 89",M,58
PI,PNEUMONIA,HOSPITAL,"80 - 89",F,328
PI,PNEUMONIA,HOSPITAL,"80 - 89",M,312
PI,PNEUMONIA,OUTRO,"80 - 89",F,5
PI,PNEUMONIA,OUTRO,"80 - 89",M,2
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
PI,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,1
PI,SEPTICEMIA,AMBULANCIA,"80 - 89",M,1
PI,SEPTICEMIA,DOMICILIO,"80 - 89",F,13
PI,SEPTICEMIA,DOMICILIO,"80 - 89",M,13
PI,SEPTICEMIA,HOSPITAL,"80 - 89",F,142
PI,SEPTICEMIA,HOSPITAL,"80 - 89",M,124
PI,SEPTICEMIA,OUTRO,"80 - 89",F,1
PI,SEPTICEMIA,OUTRO,"80 - 89",M,1
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PI,SEPTICEMIA,VIA_PUBLICA,"80 - 89",M,1
PI,SRAG,DOMICILIO,"80 - 89",F,4
PI,SRAG,DOMICILIO,"80 - 89",M,1
PI,SRAG,HOSPITAL,"80 - 89",M,2
PR,OUTRAS,AMBULANCIA,"80 - 89",F,1
PR,OUTRAS,AMBULANCIA,"80 - 89",M,1
PR,OUTRAS,DOMICILIO,"80 - 89",F,1318
PR,OUTRAS,DOMICILIO,"80 - 89",I,1
PR,OUTRAS,DOMICILIO,"80 - 89",M,1376
PR,OUTRAS,HOSPITAL,"80 - 89",F,2177
PR,OUTRAS,HOSPITAL,"80 - 89",M,2065
PR,OUTRAS,IGNORADO,"80 - 89",F,4
PR,OUTRAS,IGNORADO,"80 - 89",M,7
PR,OUTRAS,OUTRO,"80 - 89",F,103
PR,OUTRAS,OUTRO,"80 - 89",M,97
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,116
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,120
PR,OUTRAS,POSTO_SAUDE,"80 - 89",M,4
PR,OUTRAS,VIA_PUBLICA,"80 - 89",F,17
PR,OUTRAS,VIA_PUBLICA,"80 - 89",M,21
PR,INDETERMINADA,DOMICILIO,"80 - 89",F,34
PR,INDETERMINADA,DOMICILIO,"80 - 89",M,29
PR,INDETERMINADA,HOSPITAL,"80 - 89",F,7
PR,INDETERMINADA,HOSPITAL,"80 - 89",M,8
PR,INDETERMINADA,OUTRO,"80 - 89",F,2
PR,INDETERMINADA,OUTRO,"80 - 89",M,4
PR,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
PR,INDETERMINADA,VIA_PUBLICA,"80 - 89",M,2
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,113
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,126
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,485
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,431
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,6
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,7
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,20
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,18
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,2
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,1
PR,PNEUMONIA,DOMICILIO,"80 - 89",F,92
PR,PNEUMONIA,DOMICILIO,"80 - 89",M,100
PR,PNEUMONIA,HOSPITAL,"80 - 89",F,1698
PR,PNEUMONIA,HOSPITAL,"80 - 89",M,1655
PR,PNEUMONIA,IGNORADO,"80 - 89",F,1
PR,PNEUMONIA,OUTRO,"80 - 89",F,15
PR,PNEUMONIA,OUTRO,"80 - 89",M,18
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,54
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,49
PR,PNEUMONIA,POSTO_SAUDE,"80 - 89",M,1
PR,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,2
PR,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,4
PR,SEPTICEMIA,DOMICILIO,"80 - 89",F,26
PR,SEPTICEMIA,DOMICILIO,"80 - 89",M,26
PR,SEPTICEMIA,HOSPITAL,"80 - 89",F,1091
PR,SEPTICEMIA,HOSPITAL,"80 - 89",M,948
PR,SEPTICEMIA,OUTRO,"80 - 89",F,11
PR,SEPTICEMIA,OUTRO,"80 - 89",M,14
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,30
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,30
PR,SRAG,DOMICILIO,"80 - 89",F,2
PR,SRAG,HOSPITAL,"80 - 89",F,9
PR,SRAG,HOSPITAL,"80 - 89",M,3
RJ,OUTRAS,DOMICILIO,"80 - 89",F,1912
RJ,OUTRAS,DOMICILIO,"80 - 89",M,1596
RJ,OUTRAS,HOSPITAL,"80 - 89",F,4656
RJ,OUTRAS,HOSPITAL,"80 - 89",M,3578
RJ,OUTRAS,IGNORADO,"80 - 89",F,17
RJ,OUTRAS,IGNORADO,"80 - 89",M,22
RJ,OUTRAS,OUTRO,"80 - 89",F,140
RJ,OUTRAS,OUTRO,"80 - 89",M,87
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1164
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",I,1
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,881
RJ,OUTRAS,POSTO_SAUDE,"80 - 89",F,1
RJ,OUTRAS,VIA_PUBLICA,"80 - 89",F,8
RJ,OUTRAS,VIA_PUBLICA,"80 - 89",M,12
RJ,INDETERMINADA,DOMICILIO,"80 - 89",F,9
RJ,INDETERMINADA,DOMICILIO,"80 - 89",M,14
RJ,INDETERMINADA,HOSPITAL,"80 - 89",F,23
RJ,INDETERMINADA,HOSPITAL,"80 - 89",M,19
RJ,INDETERMINADA,OUTRO,"80 - 89",F,1
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,22
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,141
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,121
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,802
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,608
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,13
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,10
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,165
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,122
RJ,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,1
RJ,PNEUMONIA,DOMICILIO,"80 - 89",F,123
RJ,PNEUMONIA,DOMICILIO,"80 - 89",M,105
RJ,PNEUMONIA,HOSPITAL,"80 - 89",F,3244
RJ,PNEUMONIA,HOSPITAL,"80 - 89",M,2570
RJ,PNEUMONIA,IGNORADO,"80 - 89",F,7
RJ,PNEUMONIA,IGNORADO,"80 - 89",M,2
RJ,PNEUMONIA,OUTRO,"80 - 89",F,16
RJ,PNEUMONIA,OUTRO,"80 - 89",M,6
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,447
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,341
RJ,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
RJ,SEPTICEMIA,DOMICILIO,"80 - 89",F,40
RJ,SEPTICEMIA,DOMICILIO,"80 - 89",M,33
RJ,SEPTICEMIA,HOSPITAL,"80 - 89",F,3028
RJ,SEPTICEMIA,HOSPITAL,"80 - 89",I,1
RJ,SEPTICEMIA,HOSPITAL,"80 - 89",M,2053
RJ,SEPTICEMIA,IGNORADO,"80 - 89",F,6
RJ,SEPTICEMIA,OUTRO,"80 - 89",F,11
RJ,SEPTICEMIA,OUTRO,"80 - 89",M,8
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,387
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,244
RJ,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,1
RJ,SRAG,HOSPITAL,"80 - 89",F,7
RJ,SRAG,HOSPITAL,"80 - 89",M,8
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RN,OUTRAS,AMBULANCIA,"80 - 89",F,1
RN,OUTRAS,DOMICILIO,"80 - 89",F,270
RN,OUTRAS,DOMICILIO,"80 - 89",M,287
RN,OUTRAS,HOSPITAL,"80 - 89",F,404
RN,OUTRAS,HOSPITAL,"80 - 89",M,389
RN,OUTRAS,IGNORADO,"80 - 89",F,4
RN,OUTRAS,IGNORADO,"80 - 89",M,4
RN,OUTRAS,OUTRO,"80 - 89",F,15
RN,OUTRAS,OUTRO,"80 - 89",M,12
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,32
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,19
RN,OUTRAS,POSTO_SAUDE,"80 - 89",M,1
RN,OUTRAS,VIA_PUBLICA,"80 - 89",F,10
RN,OUTRAS,VIA_PUBLICA,"80 - 89",M,3
RN,INDETERMINADA,DOMICILIO,"80 - 89",F,2
RN,INDETERMINADA,DOMICILIO,"80 - 89",M,5
RN,INDETERMINADA,HOSPITAL,"80 - 89",M,1
RN,INDETERMINADA,OUTRO,"80 - 89",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,36
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,34
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,61
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,49
RN,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,3
RN,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
RN,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,2
RN,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,1
RN,PNEUMONIA,DOMICILIO,"80 - 89",F,80
RN,PNEUMONIA,DOMICILIO,"80 - 89",M,79
RN,PNEUMONIA,HOSPITAL,"80 - 89",F,355
RN,PNEUMONIA,HOSPITAL,"80 - 89",M,302
RN,PNEUMONIA,IGNORADO,"80 - 89",F,3
RN,PNEUMONIA,IGNORADO,"80 - 89",M,2
RN,PNEUMONIA,OUTRO,"80 - 89",F,5
RN,PNEUMONIA,OUTRO,"80 - 89",M,3
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,16
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,27
RN,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,2
RN,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,4
RN,SEPTICEMIA,DOMICILIO,"80 - 89",F,30
RN,SEPTICEMIA,DOMICILIO,"80 - 89",M,33
RN,SEPTICEMIA,HOSPITAL,"80 - 89",F,228
RN,SEPTICEMIA,HOSPITAL,"80 - 89",M,208
RN,SEPTICEMIA,OUTRO,"80 - 89",F,2
RN,SEPTICEMIA,OUTRO,"80 - 89",M,2
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,20
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,12
RN,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,1
RN,SEPTICEMIA,VIA_PUBLICA,"80 - 89",M,1
RN,SRAG,DOMICILIO,"80 - 89",F,1
RN,SRAG,HOSPITAL,"80 - 89",F,1
RO,OUTRAS,DOMICILIO,"80 - 89",F,93
RO,OUTRAS,DOMICILIO,"80 - 89",M,141
RO,OUTRAS,HOSPITAL,"80 - 89",F,211
RO,OUTRAS,HOSPITAL,"80 - 89",M,245
RO,OUTRAS,OUTRO,"80 - 89",F,11
RO,OUTRAS,OUTRO,"80 - 89",M,5
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
RO,OUTRAS,VIA_PUBLICA,"80 - 89",F,5
RO,OUTRAS,VIA_PUBLICA,"80 - 89",M,9
RO,INDETERMINADA,DOMICILIO,"80 - 89",F,3
RO,INDETERMINADA,DOMICILIO,"80 - 89",M,1
RO,INDETERMINADA,HOSPITAL,"80 - 89",F,3
RO,INDETERMINADA,HOSPITAL,"80 - 89",M,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,18
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,14
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,47
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,55
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,2
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,4
RO,PNEUMONIA,DOMICILIO,"80 - 89",F,2
RO,PNEUMONIA,DOMICILIO,"80 - 89",M,13
RO,PNEUMONIA,HOSPITAL,"80 - 89",F,140
RO,PNEUMONIA,HOSPITAL,"80 - 89",M,168
RO,PNEUMONIA,OUTRO,"80 - 89",F,2
RO,PNEUMONIA,OUTRO,"80 - 89",M,2
RO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
RO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
RO,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,2
RO,SEPTICEMIA,DOMICILIO,"80 - 89",F,2
RO,SEPTICEMIA,DOMICILIO,"80 - 89",M,5
RO,SEPTICEMIA,HOSPITAL,"80 - 89",F,72
RO,SEPTICEMIA,HOSPITAL,"80 - 89",M,93
RO,SEPTICEMIA,OUTRO,"80 - 89",F,1
RO,SEPTICEMIA,OUTRO,"80 - 89",M,1
RO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RO,SRAG,HOSPITAL,"80 - 89",F,1
RR,OUTRAS,DOMICILIO,"80 - 89",F,14
RR,OUTRAS,DOMICILIO,"80 - 89",M,19
RR,OUTRAS,HOSPITAL,"80 - 89",F,43
RR,OUTRAS,HOSPITAL,"80 - 89",M,52
RR,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RR,OUTRAS,VIA_PUBLICA,"80 - 89",M,2
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,1
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,2
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,3
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,3
RR,PNEUMONIA,DOMICILIO,"80 - 89",F,2
RR,PNEUMONIA,DOMICILIO,"80 - 89",M,3
RR,PNEUMONIA,HOSPITAL,"80 - 89",F,40
RR,PNEUMONIA,HOSPITAL,"80 - 89",M,47
RR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RR,SEPTICEMIA,DOMICILIO,"80 - 89",M,1
RR,SEPTICEMIA,HOSPITAL,"80 - 89",F,17
RR,SEPTICEMIA,HOSPITAL,"80 - 89",M,21
RR,SRAG,HOSPITAL,"80 - 89",M,1
RS,OUTRAS,DOMICILIO,"80 - 89",F,1703
RS,OUTRAS,DOMICILIO,"80 - 89",M,1368
RS,OUTRAS,HOSPITAL,"80 - 89",F,3678
RS,OUTRAS,HOSPITAL,"80 - 89",I,2
RS,OUTRAS,HOSPITAL,"80 - 89",M,3027
RS,OUTRAS,IGNORADO,"80 - 89",F,165
RS,OUTRAS,IGNORADO,"80 - 89",M,127
RS,OUTRAS,OUTRO,"80 - 89",F,144
RS,OUTRAS,OUTRO,"80 - 89",M,107
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,373
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,202
RS,OUTRAS,VIA_PUBLICA,"80 - 89",F,24
RS,OUTRAS,VIA_PUBLICA,"80 - 89",M,29
RS,INDETERMINADA,DOMICILIO,"80 - 89",F,50
RS,INDETERMINADA,DOMICILIO,"80 - 89",M,41
RS,INDETERMINADA,HOSPITAL,"80 - 89",F,24
RS,INDETERMINADA,HOSPITAL,"80 - 89",M,17
RS,INDETERMINADA,IGNORADO,"80 - 89",M,1
RS,INDETERMINADA,OUTRO,"80 - 89",F,1
RS,INDETERMINADA,OUTRO,"80 - 89",M,1
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
RS,INDETERMINADA,VIA_PUBLICA,"80 - 89",F,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,133
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,102
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,798
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,644
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,27
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,17
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,14
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,9
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,45
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,27
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,1
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,3
RS,PNEUMONIA,DOMICILIO,"80 - 89",F,78
RS,PNEUMONIA,DOMICILIO,"80 - 89",M,68
RS,PNEUMONIA,HOSPITAL,"80 - 89",F,2314
RS,PNEUMONIA,HOSPITAL,"80 - 89",I,3
RS,PNEUMONIA,HOSPITAL,"80 - 89",M,2084
RS,PNEUMONIA,IGNORADO,"80 - 89",F,80
RS,PNEUMONIA,IGNORADO,"80 - 89",M,64
RS,PNEUMONIA,OUTRO,"80 - 89",F,21
RS,PNEUMONIA,OUTRO,"80 - 89",M,15
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,88
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,85
RS,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,1
RS,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,4
RS,SEPTICEMIA,DOMICILIO,"80 - 89",F,26
RS,SEPTICEMIA,DOMICILIO,"80 - 89",M,22
RS,SEPTICEMIA,HOSPITAL,"80 - 89",F,1702
RS,SEPTICEMIA,HOSPITAL,"80 - 89",I,3
RS,SEPTICEMIA,HOSPITAL,"80 - 89",M,1142
RS,SEPTICEMIA,IGNORADO,"80 - 89",F,54
RS,SEPTICEMIA,IGNORADO,"80 - 89",M,21
RS,SEPTICEMIA,OUTRO,"80 - 89",F,14
RS,SEPTICEMIA,OUTRO,"80 - 89",M,2
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,64
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,37
RS,SRAG,DOMICILIO,"80 - 89",F,1
RS,SRAG,HOSPITAL,"80 - 89",F,6
RS,SRAG,HOSPITAL,"80 - 89",M,6
RS,SRAG,IGNORADO,"80 - 89",F,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
SC,OUTRAS,DOMICILIO,"80 - 89",F,745
SC,OUTRAS,DOMICILIO,"80 - 89",M,647
SC,OUTRAS,HOSPITAL,"80 - 89",F,1621
SC,OUTRAS,HOSPITAL,"80 - 89",I,1
SC,OUTRAS,HOSPITAL,"80 - 89",M,1479
SC,OUTRAS,IGNORADO,"80 - 89",F,6
SC,OUTRAS,IGNORADO,"80 - 89",M,3
SC,OUTRAS,OUTRO,"80 - 89",F,34
SC,OUTRAS,OUTRO,"80 - 89",M,38
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,76
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,70
SC,OUTRAS,VIA_PUBLICA,"80 - 89",F,10
SC,OUTRAS,VIA_PUBLICA,"80 - 89",M,16
SC,INDETERMINADA,DOMICILIO,"80 - 89",F,26
SC,INDETERMINADA,DOMICILIO,"80 - 89",M,15
SC,INDETERMINADA,HOSPITAL,"80 - 89",F,13
SC,INDETERMINADA,HOSPITAL,"80 - 89",M,9
SC,INDETERMINADA,OUTRO,"80 - 89",F,1
SC,INDETERMINADA,OUTRO,"80 - 89",M,1
SC,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,42
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,59
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,314
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,312
SC,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,1
SC,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,3
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,3
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,7
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,6
SC,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,1
SC,PNEUMONIA,DOMICILIO,"80 - 89",F,57
SC,PNEUMONIA,DOMICILIO,"80 - 89",M,62
SC,PNEUMONIA,HOSPITAL,"80 - 89",F,1008
SC,PNEUMONIA,HOSPITAL,"80 - 89",M,1016
SC,PNEUMONIA,IGNORADO,"80 - 89",F,1
SC,PNEUMONIA,IGNORADO,"80 - 89",M,2
SC,PNEUMONIA,OUTRO,"80 - 89",F,7
SC,PNEUMONIA,OUTRO,"80 - 89",M,4
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,9
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,8
SC,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,1
SC,SEPTICEMIA,DOMICILIO,"80 - 89",F,16
SC,SEPTICEMIA,DOMICILIO,"80 - 89",M,8
SC,SEPTICEMIA,HOSPITAL,"80 - 89",F,721
SC,SEPTICEMIA,HOSPITAL,"80 - 89",M,477
SC,SEPTICEMIA,IGNORADO,"80 - 89",M,2
SC,SEPTICEMIA,OUTRO,"80 - 89",F,3
SC,SEPTICEMIA,OUTRO,"80 - 89",M,1
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,8
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
SC,SRAG,HOSPITAL,"80 - 89",F,2
SC,SRAG,HOSPITAL,"80 - 89",M,3
SE,OUTRAS,DOMICILIO,"80 - 89",F,148
SE,OUTRAS,DOMICILIO,"80 - 89",I,1
SE,OUTRAS,DOMICILIO,"80 - 89",M,136
SE,OUTRAS,HOSPITAL,"80 - 89",F,280
SE,OUTRAS,HOSPITAL,"80 - 89",M,275
SE,OUTRAS,IGNORADO,"80 - 89",F,2
SE,OUTRAS,IGNORADO,"80 - 89",M,3
SE,OUTRAS,OUTRO,"80 - 89",F,5
SE,OUTRAS,OUTRO,"80 - 89",M,5
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,135
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,129
SE,OUTRAS,POSTO_SAUDE,"80 - 89",F,1
SE,OUTRAS,VIA_PUBLICA,"80 - 89",F,5
SE,OUTRAS,VIA_PUBLICA,"80 - 89",M,6
SE,INDETERMINADA,DOMICILIO,"80 - 89",F,4
SE,INDETERMINADA,DOMICILIO,"80 - 89",M,10
SE,INDETERMINADA,HOSPITAL,"80 - 89",M,2
SE,INDETERMINADA,VIA_PUBLICA,"80 - 89",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,11
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,19
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,58
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,63
SE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,13
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,14
SE,PNEUMONIA,DOMICILIO,"80 - 89",F,6
SE,PNEUMONIA,DOMICILIO,"80 - 89",M,7
SE,PNEUMONIA,HOSPITAL,"80 - 89",F,227
SE,PNEUMONIA,HOSPITAL,"80 - 89",M,203
SE,PNEUMONIA,IGNORADO,"80 - 89",F,3
SE,PNEUMONIA,IGNORADO,"80 - 89",M,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,9
SE,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
SE,SEPTICEMIA,DOMICILIO,"80 - 89",F,6
SE,SEPTICEMIA,DOMICILIO,"80 - 89",M,6
SE,SEPTICEMIA,HOSPITAL,"80 - 89",F,186
SE,SEPTICEMIA,HOSPITAL,"80 - 89",M,161
SE,SEPTICEMIA,IGNORADO,"80 - 89",F,2
SE,SEPTICEMIA,OUTRO,"80 - 89",F,2
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,6
